,2020 Score,5 Year GDP Growth Rate (%),Business Freedom,Corporate Tax Rate (%),FDI Inflow (Millions),Financial Freedom,Fiscal Health,"GDP (Billions, PPP)",GDP Growth Rate (%),GDP per Capita (PPP),Gov't Expenditure % of GDP ,Gov't Spending,Government Integrity,Income Tax Rate (%),Inflation (%),Investment Freedom ,Judical Effectiveness,Labor Freedom,Monetary Freedom,Population (Millions),Property Rights,Public Debt (% of GDP),Region Rank,Tariff Rate (%),Tax Burden,Tax Burden % of GDP,Trade Freedom,Unemployment (%),World Rank
Corporate Tax Rate (%),-0.3664621798199718,-0.059456548721842195,-0.36269048441548596,1.0000000000000002,0.027065639849060092,-0.28969029656358614,-0.1389759370678745,0.00572561217280774,-0.07253079763188551,-0.3676858078933817,-0.15775431816683763,0.19006651279803277,-0.3102620380761445,0.5414045689071845,0.08452587906803334,-0.171843440961044,-0.24647220282706125,-0.18487227871125678,-0.1680906776140253,0.10547567491354298,-0.34735019394195427,0.1101793422234116,0.1940390690486457,0.27795272752767625,-0.5257778879971445,-0.10309045144459383,-0.3180036772589395,0.0020986529337789525,0.38502584174950977
Tax Burden % of GDP,0.3455872724171015,-0.1838536725168766,0.37525424134176644,-0.10309045144459383,0.0733461311958792,0.403598402560372,0.16483511303519532,0.021449184129034574,-0.10686474334653785,0.3183979139301678,0.5546923681153111,-0.6454903031475466,0.5773614120040408,0.3196921348871661,-0.012335228595355609,0.4683105932213729,0.3816742256293351,0.05860044998231179,0.25096954735581056,-0.1269174869575403,0.4961682670985482,0.17058502470864914,-0.012482446390213287,-0.3686510509512001,-0.5767371630835725,1.0000000000000002,0.41928961021587924,0.2004425858221711,-0.40380683262513933
Gov't Expenditure % of GDP ,0.04351649050335472,-0.24303197943111438,0.1812647834455774,-0.15775431816683763,0.03975713275596835,0.14223642384623003,0.011156033288704452,0.0421572181149102,-0.21779679202343372,0.22085086360092063,1.0,-0.9266723209838503,0.3596559302432457,0.09612811062456593,0.008456327667837896,0.1274221712654749,0.21797292089558012,0.07696496832243757,0.20379109745257823,-0.06634125887661527,0.2884815655389998,0.07573814105779605,0.1343082672283676,-0.06968980610704398,-0.28396246255847524,0.5546923681153111,0.08238967541885908,0.26959246847062995,-0.09727198418910016
Population (Millions),-0.03817423928741767,0.1822923895009387,0.06253850025696235,0.10547567491354298,0.45980889888817705,-0.09367510401676059,-0.11306780707250498,0.8143877294508102,0.14101556797026799,-0.042797564934088504,-0.06634125887661527,0.07354628088188353,0.006107006749046412,0.11242746784080528,-0.006085835816187722,-0.1557425275804611,0.1594705406921484,-0.051870556993054456,-0.09786146878781526,1.0,0.022351865800512478,0.03992337836461076,0.018571767781083943,-0.029048662881913347,-0.043740826029454866,-0.1269174869575403,-0.014247024723767302,-0.10102234361362891,0.04509549325316663
"GDP (Billions, PPP)",0.11308049266386262,0.0690201635029649,0.20146625956244235,0.00572561217280774,0.7498207860960213,0.054308772278383884,-0.046412992278689516,1.0000000000000002,0.054063708925227924,0.13738563677424984,0.0421572181149102,-0.04514182245307953,0.1774537150987055,0.1566825170911136,-0.013477699241608979,-0.020318435168619052,0.30045333787188505,0.07890173212559372,-0.025288560947560938,0.8143877294508102,0.17336155774136464,0.1260900342163632,-0.08516867169226475,-0.12364046202063658,-0.10335709268661836,0.021449184129034574,0.08273307704188523,-0.09289189253761615,-0.11377592295149294
GDP Growth Rate (%),0.1779564964100208,0.817824029832075,0.011687170055676816,-0.07253079763188551,0.004181615633485893,0.09952506371665681,0.12989148216011828,0.054063708925227924,0.9999999999999998,-0.09059431641401015,-0.21779679202343372,0.2524886989170945,-0.02670525237326735,-0.07428270805270457,-0.5278979536782675,0.10662133168916799,0.04744506665658724,0.0833248108684623,0.32754099944583254,0.14101556797026799,0.0831046499062383,-0.26638998993943747,-0.058676505455069056,-0.04304872519339029,0.14167208993873803,-0.10686474334653785,0.08187999484706626,-0.16906165985130847,-0.11033964029444021
5 Year GDP Growth Rate (%),0.12152350901381521,1.0,-0.0007224440536920378,-0.059456548721842195,-0.026552919663579075,0.0009002203354041557,0.1519651055414196,0.0690201635029649,0.817824029832075,-0.17099920983915673,-0.24303197943111438,0.287356856288804,-0.05887475589236263,-0.014267040908642323,-0.45122147792332706,-0.004727420164412832,0.00035187674697743487,0.06541113599242963,0.24509544714352294,0.1822923895009387,0.03559050496225961,-0.23929285849567092,-0.10852846187094413,0.009902527564225171,0.14721445293608004,-0.1838536725168766,0.016335944783197977,-0.20432638468214495,-0.05171298771017154
GDP per Capita (PPP),0.6537018954938673,-0.17099920983915673,0.5400263116385222,-0.3676858078933817,0.1957261038369994,0.6009107479972698,0.24680974828896624,0.13738563677424984,-0.09059431641401015,1.0000000000000002,0.22085086360092063,-0.2881025875885933,0.7351530383583632,-0.05581409113360804,-0.04175069664423014,0.48599162953003655,0.6517583670816359,0.273127500916413,0.26612943218767215,-0.042797564934088504,0.6806932650054566,-0.03941674805391107,-0.45003688628012956,-0.4608131890779286,-0.10647769296863897,0.3183979139301678,0.5478184431834928,-0.16249087140709786,-0.6655994824524033
Unemployment (%),-0.08209824771845173,-0.20432638468214495,0.005997939828085046,0.0020986529337789525,-0.07583536778690261,-0.044495787054839,-0.08201907274639413,-0.09289189253761615,-0.16906165985130847,-0.16249087140709786,0.26959246847062995,-0.164745881249412,-0.07178025199358444,-0.004184501766988769,0.016313404793768443,0.035445663928461116,-0.049071467863387584,0.04392303074137324,0.039986351937062264,-0.10102234361362891,-0.07009106656203325,0.10747484178664125,0.10621849320687878,0.08374994875276952,-0.03954680560041694,0.2004425858221711,-0.09261492613894826,1.0,0.07056766816686814
Inflation (%),-0.2642013448810564,-0.45122147792332706,-0.16704403258550643,0.08452587906803334,-0.017391422770243956,-0.1553872990300857,-0.17384380480201947,-0.013477699241608979,-0.5278979536782675,-0.04175069664423014,0.008456327667837896,-0.0010360938528973399,-0.10722312702283827,0.03135846791581214,1.0000000000000002,-0.20512977951239336,-0.13823421078162965,-0.17319420865701335,-0.6336910286058195,-0.006085835816187722,-0.1976066424454371,0.25858160559609256,0.06853795506634375,0.07707759937798406,-0.03168888963606956,-0.012335228595355609,-0.10352231391677551,0.016313404793768443,0.129137341269474
FDI Inflow (Millions),0.21522669934743321,-0.026552919663579075,0.2526641292963609,0.027065639849060092,1.0,0.2023524883995859,-0.020547272194897683,0.7498207860960213,0.004181615633485893,0.1957261038369994,0.03975713275596835,-0.052801584464036405,0.24719396134484678,0.15372523374046068,-0.017391422770243956,0.1078404200741493,0.3195462520609574,0.17112545980273272,0.03546401654148619,0.45980889888817705,0.2430094083528036,0.11553493993600107,-0.13581572710597814,-0.1629136455401594,-0.09436729687380882,0.0733461311958792,0.1602692347372797,-0.07583536778690261,-0.18696445555102914
Public Debt (% of GDP),-0.1339499225325357,-0.23929285849567092,-0.007534059549769726,0.1101793422234116,0.11553493993600107,0.013087646350042998,-0.4001869689081893,0.1260900342163632,-0.26638998993943747,-0.03941674805391107,0.07573814105779605,-0.10334178991017336,0.08757862787887409,0.22930553678074345,0.25858160559609256,0.02117225323209623,0.0024928163267301383,-0.08686882012592584,-0.09489714428614622,0.03992337836461076,0.012753201581099946,0.9999999999999998,0.09542529456695911,0.05885376142843028,-0.22032975619397585,0.17058502470864914,-0.04758998439884365,0.10747484178664125,0.09612467314444118
